id_cliente,nombre,tipo,segmento,ciudad,pais,email,fecha_alta,edad
C31160,Timothy Munoz,Anónimo,Anónimo,Buenos Aires,Argentina,,2022-06-08,
C31161,Francisco de Escrivá,Anónimo,Anónimo,Seattle,Estados Unidos,,2025-01-19,
C31162,Salas y Asociados,Empresa,Corporativo,Miami,Estados Unidos,daniel43@ponce-reynolds.com,2022-04-19,26.0
C31163,Infraestructuras Mena S.Com.,Empresa,Corporativo,Guadalajara,México,stewartrichard@richard.info,2021-12-19,28.0
C31164,Tara Johnson,Persona,Regular,Bogota,Colombia,lisa47@example.org,2020-08-18,21.0
C31165,Brandon Johnston,Persona,Regular,San Francisco,Estados Unidos,pelaezeva-maria@example.net,2021-11-28,49.0
C31166,Esperanza Carolina Corredor Hoyos,Persona,Friends Plus,Monterrey,México,luz35@example.com,2022-10-24,40.0
C31167,Atilio Isern-Becerra,Anónimo,Anónimo,Querétaro,México,,2023-04-09,
C31168,Lina Varela Jordá,Persona,Regular,Cali,Colombia,normaesquivel@example.net,2021-10-05,32.0
C31169,Ing. Pamela Nájera,Persona,Regular,Guadalajara,México,nataliaarredondo@example.com,2024-12-11,21.0
C31170,Olivia Tello Menéndez,Persona,Regular,Boston,Estados Unidos,hescribano@example.org,2021-10-06,46.0
C31171,Nelcy Álvarez,Persona,Regular,Boston,Estados Unidos,sofia69@example.com,2023-03-21,20.0
C31172,Jesús Bañuelos,Persona,Regular,Los Ángeles ,Estados Unidos,josephgray@example.org,2021-05-12,58.0
C31173,Johana Juliana Pérez,Persona,Regular,Valencia,España,natividadcarbajal@example.org,2021-09-04,51.0
C31174,Leticia Cornejo,Anónimo,Anónimo,Bogotá,Colombia,,2020-03-06,
C31175,Adán Portero Sotelo,Persona,Friends Plus,Barranquilla ,Colombia,amayagraciela@example.org,2024-03-03,54.0
C31176,Ángeles Valenciano Lobato,Anónimo,Anónimo,Mérida,México,,2024-08-13,
C31177,Josefa Bejarano,Persona,Regular,Cancún,México,fabiancanas@example.org,2023-07-03,53.0
C31178,Socorro Yuliana Rivera,Persona,Regular,Cartagena,Colombia,luz10@example.com,2020-06-16,55.0
C31179,Augusto Carro Mulet,Persona,Friends Plus,Merida,México,alamoflorentino@example.net,2023-01-15,37.0
C31180,Omar Germán Duarte Bahena,Persona,Regular,Córdoba,Argentina,jhon66@example.com,2020-03-13,52.0
C31181,Kristin Johnson,Persona,Regular,Cancún,México,rjuarez@example.com,2020-10-14,62.0
C31182,Guillen-Mendoza,Empresa,Corporativo,Los Ángeles,Estados Unidos,palaciossofia@hermanos.es,2021-11-09,63.0
C31183,Josep Bayona-Olmo,Anónimo,Anónimo,Córdoba,Argentina,,2020-05-09,
C31184,Lic. Juana Alcántar,Persona,Friends Plus,Monterrey ,México,navarrobobby@example.org,2022-04-08,44.0
C31185,América Valdés,Persona,Regular,Sevilla,España,adan11@example.org,2021-09-11,49.0
C31186,Robert Stevenson,Anónimo,Anónimo,Cali,Colombia,,2022-03-13,
C31187,Miguel Jaime Hernández,Persona,Regular,Seattle,Estados Unidos,manu69@example.com,2025-04-30,47.0
C31188,Nathan Robinson,Anónimo,Anónimo,Cancún,México,,2021-11-20,
C31189,Francisco Anguiano,Persona,Regular,Bilbao,España,benitorubio@example.com,2024-08-09,24.0
C31190,Santiago Felipe López Rodríguez,Persona,Regular,Madrid,España,zherrera@example.org,2021-02-06,28.0
C31191,Dimas Corominas Ortega,Persona,Regular,Ciudad de México,México,mariafernandez@example.net,2020-05-31,38.0
C31192,Hermanos Querol S.A.,Empresa,Corporativo,Los Ángeles,Estados Unidos,cmartinez@zambrano.com,2020-09-21,55.0
C31193,Diego Romero,Persona,Regular,Buenos Aires,Argentina,elsa16@example.net,2024-03-26,36.0
C31194,Israel Olivas,Anónimo,Anónimo,Cartagena,Colombia,,2020-12-10,
C31195,Vinicio Matas,Persona,Regular,Sevilla,España,cardenasesther@example.net,2023-12-22,35.0
C31196,Pastor Miró-Villalba,Anónimo,Anónimo,Madrid,España,,2022-10-28,
C31197,Olga Sánchez Salazar,Anónimo,Anónimo,Barranquilla,Colombia,,2023-09-09,
C31198,Emily Rosario,Persona,Regular,Seattle,Estados Unidos,robertsonbarry@example.net,2021-06-09,56.0
C31199,Sandra Santacruz,Persona,Regular,Bogotá,Colombia,debora85@example.net,2023-08-02,44.0
C31200,Copeland PLC,Empresa,Corporativo,Monterrey,México,greendustin@cooper.com,2022-06-05,52.0
C31201,Compañía Lopez S.A.U,Empresa,Corporativo,Guadalajara,México,maricela88@inversiones.com,2021-08-17,19.0
C31202,Nadia Olmos,Anónimo,Anónimo,Seattle,Estados Unidos,,2024-08-28,
C31203,Dennis Pearson,Persona,Friends Plus,Bogotá,Colombia,berryjessica@example.org,2024-12-13,22.0
C31204,Melissa Wagner,Persona,Friends Plus,Monterrey,México,fabiopintor@example.com,2020-06-15,34.0
C31205,"Robinson, Nelson and Underwood",Empresa,Corporativo,Barcelona ,España,villegasmartha@castro.org,2024-11-30,61.0
C31206,Beth Jones,Persona,Friends Plus,Mérida,México,ofeliacolon@example.com,2023-07-25,21.0
C31207,Wilson Sánchez,Anónimo,Anónimo,Bogotá,Colombia,,2024-08-17,
C31208,Estela Polanco,Anónimo,Anónimo,Austin,Estados Unidos,,2022-02-13,
C31209,"López, Castañeda and Vargas",Empresa,Corporativo,Boston,Estados Unidos,nestevez@industrias.biz,2024-01-01,33.0
C31210,Torres LLC,Empresa,Corporativo,Rosario,Argentina,maria39@serrano.com,2024-01-18,62.0
C31211,Stephen Smith,Anónimo,Anónimo,Seattle,Estados Unidos,,2020-01-26,
C31212,Katerine Ospina,Persona,Friends Plus,Madrid,España,marcogabriela@example.org,2023-09-14,63.0
C31213,Alyssa James,Anónimo,Anónimo,Monterrey,México,,2024-06-20,
C31214,Juan Aurelio González Bermúdez,Persona,Friends Plus,Austin,Estados Unidos,gaviriaesteban@example.com,2025-01-13,60.0
C31215,Daniel Kennedy,Persona,Friends Plus,Cartagena ,Colombia,ziriarte@example.org,2021-07-03,51.0
C31216,Juan Galindo,Persona,Regular,Sevilla,España,nataliaalmaraz@example.net,2020-02-19,41.0
C31217,Leocadio Nevado Beltran,Persona,Friends Plus,Mérida,México,smithdustin@example.com,2024-07-26,44.0
C31218,Reynolds-Phillips,Empresa,Corporativo,Buenos Aires,Argentina,jmaestas@grupo.com,2024-07-24,40.0
C31219,Robles y Asociados,Empresa,Corporativo,Bilbao,España,isabelgalvis@jimenez.net,2024-10-06,44.0
C31220,Michelle Dickson,Persona,Regular,Buenos Aires,Argentina,josefina20@example.net,2023-01-09,21.0
C31221,Teresa Obando Pinto,Persona,Regular,Medellín,Colombia,rosacaicedo@example.org,2024-10-13,42.0
C31222,Thomas Robinson,Persona,Regular,Córdoba,Argentina,lcastillo@example.org,2024-08-26,39.0
C31223,Julieta Etelvina Cano Carpio,Persona,Friends Plus,Barcelona,España,zvarela@example.org,2021-08-22,51.0
C31224,Feliciano Silva-Macias,Persona,Regular,Austin,Estados Unidos,lbryant@example.net,2025-04-11,36.0
C31225,Raúl Baró,Persona,Friends Plus,Miami,Estados Unidos,paolaangel@example.net,2020-05-02,37.0
C31226,Jonathan Cooke,Persona,Regular,Monterrey ,México,nlowe@example.com,2023-01-05,30.0
C31227,Julián Londoño Cruz,Persona,Regular,Querétaro,México,uvilanova@example.org,2023-03-09,27.0
C31228,Ashley Howard,Persona,Friends Plus,Los Ángeles,Estados Unidos,maria-jesus05@example.org,2023-09-30,62.0
C31229,David Pedro Cortez Jaramillo,Persona,Regular,Sevilla,España,carlos44@example.org,2022-03-03,58.0
C31230,Jeferson Kevin Ortiz Romero,Persona,Regular,Boston,Estados Unidos,humberto99@example.net,2022-10-09,61.0
C31231,Daniela Toledo Vizcaíno,Anónimo,Anónimo,Córdoba,Argentina,,2020-01-30,
C31232,Rodrigo Sisneros Ortiz,Persona,Friends Plus,Cali,Colombia,taylortanner@example.com,2021-05-31,49.0
C31233,Narcisa Arranz-Vilar,Persona,Regular,Nueva York,Estados Unidos,jose84@example.com,2022-03-04,59.0
C31234,Méndez S.A.,Empresa,Corporativo,Boston,Estados Unidos,acostalucas@collins-fields.com,2021-02-28,42.0
C31235,Thomas Costa,Persona,Regular,Querétaro,México,juancarlito@example.org,2025-05-29,35.0
C31236,Lisa Wilson,Anónimo,Anónimo,Seattle,Estados Unidos,,2023-02-22,
C31237,Jennifer Hall,Persona,Regular,Bilbao,España,linasilva@example.org,2022-11-16,56.0
C31238,Raquel Antonia Garza,Persona,Regular,Cancún,México,celiapareja@example.net,2023-01-11,54.0
C31239,Jenny Vásquez Martínez,Persona,Regular,MÉRIDA,México,miguel-angelsolera@example.net,2024-02-01,50.0
C31240,Dra. Inés Hinojosa,Persona,Regular,Cali,Colombia,adelardouriarte@example.org,2021-09-12,57.0
C31241,Hernando Fuertes Medina,Persona,Regular,Guadalajara,México,fgalan@example.net,2021-04-29,40.0
C31242,Sandra Smith,Persona,Regular,Bogotá,Colombia,vicensgaston@example.org,2021-01-22,42.0
C31243,Villanueva Inc,Empresa,Corporativo,Los Ángeles,Estados Unidos,gsainz@gallardo.net,2022-01-28,52.0
C31244,Elizabeth Faulkner,Persona,Regular,Buenos Aires,Argentina,augusto42@example.net,2023-08-24,58.0
C31245,Guillermo Claudio Burgos,Persona,Friends Plus,Querétaro,México,ariadnaflorez@example.net,2021-05-16,53.0
C31246,Julio Diego Quintero Flórez,Anónimo,Anónimo,Ciudad de México,México,,2020-09-05,
C31247,Moreno-Arias,Empresa,Corporativo,Mérida,México,ninoaldemar@quiroga.com,2024-08-18,55.0
C31248,Cipriano Dominguez Espada,Persona,Regular,Nueva York,Estados Unidos,montanezjacobo@example.com,2023-12-07,22.0
C31249,Anthony Moreno,Anónimo,Anónimo,Buenos Aires,Argentina,,2022-06-13,
C31250,Yair Leonardo García,Persona,Regular,Los Ángeles,Estados Unidos,palomomarianela@example.org,2020-11-15,33.0
C31251,José Ríos,Persona,Regular,Querétaro,México,luz53@example.org,2021-09-01,60.0
C31252,Javier Pablo Moreno Meza,Persona,Regular,Barranquilla,Colombia,roberto65@example.com,2022-09-28,60.0
C31253,Evelio Jaramillo Pacheco,Persona,Regular,Bogotá,Colombia,dperez@example.net,2024-03-12,64.0
C31254,Jesús Henríquez,Persona,Regular,Rosario,Argentina,yolanda21@example.org,2021-03-12,35.0
C31255,Wendolin Noelia Carmona,Persona,Regular,Cancún,México,manuel25@example.org,2024-03-23,26.0
C31256,Víctor Omar Melo Herrera,Persona,Regular,Guadalajara,México,calisto89@example.com,2025-05-15,52.0
C31257,Lic. Graciela Tirado,Persona,Regular,Córdoba,Argentina,jonesbrian@example.org,2023-09-18,50.0
C31258,Jacobo Ricardo Vázquez,Persona,Regular,Bogotá,Colombia,baezaabraham@example.net,2024-05-20,54.0
C31259,Claudia Damaris Londoño Orozco,Persona,Regular, Córdoba,Argentina,german35@example.org,2024-07-29,33.0
C31260,Milton Calderón Delgado,Persona,Regular,Medellín,Colombia,emachamorro@example.org,2021-01-23,46.0
C31261,Gladys Ruth Acevedo,Persona,Friends Plus,Chicago,Estados Unidos,raimundo15@example.org,2024-03-21,56.0
C31262,Lambert Inc,Empresa,Corporativo, Cartagena,Colombia,mauriciosolis@mota.com,2020-12-14,44.0
C31263,Renee Smith,Persona,Regular,Córdoba,Argentina,eufemiacoll@example.org,2023-06-04,34.0
C31264,Sebastián Garzón,Anónimo,Anónimo,Cancún ,México,,2024-01-08,
C31265,Francisca Elisa Méndez Sanches,Persona,Friends Plus,Medellín,Colombia,gburgess@example.net,2024-07-05,54.0
C31266,Aroa Verdejo-Girona,Persona,Regular,Barcelona,España,karrieta@example.net,2020-10-14,31.0
C31267,Prudencia Sacristán Bolaños,Persona,Friends Plus,Ciudad de México,México,sverdugo@example.net,2024-10-16,29.0
C31268,Alta  Gracia Francisca Duarte,Persona,Regular,Mérida,México,paca15@example.net,2021-06-20,59.0
C31269,Gustavo Serafín Sauceda,Persona,Friends Plus,Austin,Estados Unidos,mitzybriseno@example.org,2023-03-25,46.0
C31270,Lic. Mayte Rivera,Persona,Friends Plus,Mendoza,Argentina,jose-angelcanas@example.net,2025-03-31,39.0
C31271,Camilo Elías Duque,Persona,Regular,Seattle,Estados Unidos,adanguzman@example.org,2022-10-03,64.0
C31272,Josep Planas Carrión,Persona,Regular,Guadalajara,México,martinezantonio@example.com,2020-04-11,42.0
C31273,Robert Perry,Anónimo,Anónimo,SEVILLA,España,,2023-03-31,
C31274,"Cuéllar, Vásquez and Mora",Empresa,Corporativo,Barranquilla,Colombia,gblanchard@garza.com,2020-04-17,49.0
C31275,Paola Ángela Barrera Martínez,Persona,Regular,Cali,Colombia,sebastianarboleda@example.net,2024-09-27,63.0
C31276,Gustavo Rivas Barrios,Anónimo,Anónimo,Querétaro,México,,2020-11-16,
C31277,Manuel Aníbal Díaz,Persona,Regular,Cali,Colombia,janeth44@example.com,2020-11-22,47.0
C31278,Paz-Cerón,Empresa,Corporativo,Guadalajara,México,paola48@rascon.com,2025-05-13,52.0
C31279,Casandra Velasco Peña,Persona,Friends Plus,Cali,Colombia,lorenza85@example.org,2024-12-24,45.0
C31280,Amanda Williams,Persona,Regular,Madrid,España,micaelafabregat@example.com,2021-12-28,63.0
C31281,Flavio Isaac Mascareñas,Persona,Regular,Madrid,España,valmanza@example.com,2022-05-23,53.0
C31282,Stephanie Garcia,Persona,Regular,Seattle,Estados Unidos,smorales@example.org,2023-07-24,43.0
C31283,Julia Angélica Heredia Montañez,Persona,Regular,Cali,Colombia,ygomez@example.com,2020-07-20,63.0
C31284,Jesse Rubio,Persona,Regular,Rosario,Argentina,hcastro@example.org,2023-01-03,42.0
C31285,Melton-Jones,Empresa,Corporativo,Guadalajara,México,kaylaacosta@powell.com,2023-09-30,29.0
C31286,Cruz-Olivárez,Empresa,Corporativo,Valencia,España,gomezanderson@duque-fernandez.com,2024-02-29,41.0
C31287,Alfredo Quintana Lloret,Anónimo,Anónimo,Sevilla,España,,2021-09-11,
C31288,Flavio Sotelo,Persona,Regular,Cancún,México,christopherchang@example.org,2023-09-29,39.0
C31289,Eduardo Estevez Pons,Anónimo,Anónimo,CALI,Colombia,,2023-08-20,
C31290,Pedro Lira Tamez,Persona,Friends Plus,Barranquilla,Colombia,gainesamanda@example.net,2020-04-03,35.0
C31291,Elsa Florencia Roque,Persona,Regular,Nueva York,Estados Unidos,martinezdalton@example.org,2024-01-03,19.0
C31292,John Carpenter,Anónimo,Anónimo,Mérida,México,,2023-11-27,
C31293,Andrés Sebastián Ramírez,Persona,Regular,Miami,Estados Unidos,ramirezsandra@example.org,2022-07-23,22.0
C31294,Leonel Valentín,Persona,Regular,Madrid,España,jackiealvarado@example.net,2025-03-21,50.0
C31295,Regina Shields,Anónimo,Anónimo,Monterrey,México,,2025-01-22,
C31296,Anthony Mooney,Anónimo,Anónimo,Buenos Aires,Argentina,,2024-02-10,
C31297,Sherry James MD,Persona,Friends Plus,Los Ángeles,Estados Unidos,escobedoleonor@example.org,2022-01-22,54.0
C31298,César William González,Persona,Regular,Sevilla,España,kaitlyn71@example.com,2022-06-15,23.0
C31299,Juan del Dalmau,Persona,Regular,Cali,Colombia,aaronmartin@example.com,2023-08-07,38.0
C31300,Ronnie Mcfarland,Persona,Regular,Buenos Aires,Argentina,almazanainoa@example.net,2022-07-31,22.0
C31301,Jessica Johnson,Persona,Regular,Los Ángeles,Estados Unidos,castrillonelias@example.org,2021-10-14,52.0
C31302,Rita Viñas Guillén,Persona,Regular,Chicago,Estados Unidos,csantana@example.com,2023-07-08,36.0
C31303,Dr. José Carlos Alva,Persona,Friends Plus,Mérida,México,trivera@example.com,2025-01-10,47.0
C31304,Martha Ariadna Collazo Saldaña,Persona,Friends Plus,BARCELONA,España,frios@example.com,2024-02-18,25.0
C31305,Rubén Suarez-Mate,Persona,Regular,Barcelona,España,uknapp@example.com,2021-05-01,25.0
C31306,Eloy Solorzano,Persona,Friends Plus,Sevilla,España,castelloplacido@example.com,2024-03-12,62.0
C31307,Espiridión Borja Verdugo,Anónimo,Anónimo,San Francisco,Estados Unidos,,2022-01-05,
C31308,Cornejo S.A. de C.V.,Empresa,Corporativo,Medellín,Colombia,nicolascarmona@alejandro.com,2021-03-19,62.0
C31309,Albert Pruitt,Persona,Regular,Querétaro,México,abraham25@example.com,2021-05-26,22.0
C31310,Berto Río Laguna,Persona,Regular,Córdoba,Argentina,carrionlilia@example.org,2025-01-31,55.0
C31311,Jeremy Erickson,Anónimo,Anónimo,Austin,Estados Unidos,,2024-06-01,
C31312,Margaret Scott,Anónimo,Anónimo,Austin,Estados Unidos,,2023-02-12,
C31313,Tamara Cooper,Persona,Regular,San Francisco,Estados Unidos,yanezflavio@example.com,2024-12-20,20.0
C31314,Plinio Marcos-Catalán,Persona,Regular, Guadalajara,México,escamillajacobo@example.net,2022-01-06,43.0
C31315,Sergio Adán Arjona,Persona,Regular,Boston,Estados Unidos,galindocarla@example.com,2023-12-10,39.0
C31316,Christopher Howell,Anónimo,Anónimo,Cancún,México,,2024-08-20,
C31317,Romero Inc,Empresa,Corporativo,Guadalajara,México,sean70@snyder.org,2022-12-13,40.0
C31318,Etelvina del Terrón,Anónimo,Anónimo,San Francisco,Estados Unidos,,2023-08-10,
C31319,Vicente Quintero,Anónimo,Anónimo,Madrid,España,,2024-12-13,
C31320,Mayte Dulce María Montaño Rivero,Anónimo,Anónimo, Córdoba,Argentina,,2021-02-04,
C31321,David Dodson,Persona,Regular,Austin,Estados Unidos,rivasadalberto@example.org,2021-09-21,26.0
C31322,Nohora Martínez Fernández,Persona,Regular,Los Ángeles ,Estados Unidos,janeth06@example.net,2024-09-29,61.0
C31323,Pascual Omar Niño,Persona,Regular,Boston,Estados Unidos,kmiro@example.org,2020-01-05,64.0
C31324,Emily Hughes,Persona,Regular,Bogotá,Colombia,christinethomas@example.org,2022-08-11,63.0
C31325,Jorge Cardona,Anónimo,Anónimo,Bogotá,Colombia,,2023-07-20,
C31326,Antonio Adolfo Guerrero Rodríguez,Persona,Friends Plus,Querétaro,México,jose70@example.com,2022-03-26,59.0
C31327,Celestina Arregui Rosselló,Persona,Regular,Cancún,México,ernestolanda@example.net,2020-01-23,41.0
C31328,Vásquez y Puga S.A. de C.V.,Empresa,Corporativo,Barcelona,España,aguirregeronimo@rocha.com,2022-09-29,51.0
C31329,Mrs. Michele Arnold,Anónimo,Anónimo,Cali,Colombia,,2020-07-06,
C31330,Jorge Rojas,Persona,Friends Plus,Valencia,España,larasarmiento@example.net,2022-01-16,27.0
C31331,Leonel Ibarra,Persona,Regular,Valencia,España,heather00@example.net,2023-09-12,28.0
C31332,Elena Trejo Corral,Persona,Regular,Sevilla,España,almarazjonas@example.org,2025-05-07,29.0
C31333,Victor Burgess,Persona,Friends Plus,Madrid,España,mario54@example.net,2024-02-16,24.0
C31334,Luz Diana Pérez,Persona,Friends Plus,San Francisco,Estados Unidos,homero59@example.net,2021-11-17,29.0
C31335,Jamie Cervantes,Anónimo,Anónimo,San Francisco,Estados Unidos,,2023-10-08,
C31336,Encarna Coello-Ramón,Persona,Regular,Córdoba,Argentina,gruiz@example.org,2022-12-13,30.0
C31337,Aldonza Ponce,Anónimo,Anónimo,Cartagena,Colombia,,2021-01-07,
C31338,Guadalupe Escrivá Trujillo,Persona,Friends Plus,Querétaro,México,qrowe@example.com,2021-12-26,38.0
C31339,Ing. Cornelio Acuña,Persona,Friends Plus,Sevilla,España,rpablo@example.org,2023-07-15,51.0
C31340,Farmaceútica CF S.L.,Empresa,Corporativo,Bogotá,Colombia,yfierro@echeverria.com,2020-05-29,54.0
C31341,José Antonio Aarón Rebollo Ibarra,Anónimo,Anónimo,Chicago,Estados Unidos,,2020-08-14,
C31342,Abigaíl Zabala Vila,Anónimo,Anónimo,CARTAGENA,Colombia,,2020-05-07,
C31343,Fábrica Donoso S.A.U,Empresa,Corporativo,Miami,Estados Unidos,jpearson@edwards.com,2020-07-21,43.0
C31344,Claudia Luz Álvarez,Persona,Regular,Querétaro,México,karen74@example.com,2021-02-22,24.0
C31345,Dr. Jorge Valdivia,Anónimo,Anónimo,Monterrey,México,,2024-08-16,
C31346,Mark Davis,Persona,Regular,Los Ángeles,Estados Unidos,patricia19@example.net,2025-04-10,28.0
C31347,Prudencia Castrillo Paniagua,Persona,Friends Plus,Barranquilla,Colombia,anabel01@example.net,2022-11-21,32.0
C31348,Cáceres-Barreto,Empresa,Corporativo,Córdoba ,Argentina,pamela99@padilla.org,2023-07-02,42.0
C31349,Julie Hall,Persona,Regular,Rosario,Argentina,jennifer11@example.com,2020-05-23,40.0
C31350,Erin Stewart,Anónimo,Anónimo,Sevilla,España,,2023-04-18,
C31351,Karina Mares Solano,Persona,Regular, Monterrey,México,ggomez@example.com,2024-09-11,52.0
C31352,Lorenzo Evelio Reynoso Santillán,Anónimo,Anónimo,Ciudad de México,México,,2022-12-27,
C31353,Cassandra Farrell,Persona,Regular,Cali,Colombia,sessa04@example.com,2020-05-25,64.0
C31354,Benjamin Frye,Persona,Regular,Cali,Colombia,kmalave@example.org,2024-06-26,36.0
C31355,Lorena Aida Dávila,Persona,Regular,Nueva York,Estados Unidos,sabinavera@example.net,2024-12-17,25.0
C31356,Serafín Luis Serna,Persona,Friends Plus,Mérida,México,torrezcristina@example.com,2020-09-10,43.0
C31357,Ing. Hernán Nieves,Persona,Friends Plus,Buenos Aires,Argentina,ladyortiz@example.com,2023-03-27,55.0
C31358,Sara Minerva Alonso,Persona,Regular,Barranquilla,Colombia,dzabala@example.org,2020-09-07,47.0
C31359,Bonnie Garcia,Persona,Regular,Ciudad de México,México,porfirio94@example.org,2022-10-07,63.0
C31360,Comercial QXKS S.L.,Empresa,Corporativo,Boston ,Estados Unidos,franciscorendon@padilla.com,2023-08-06,51.0
C31361,Aura Vera Morante Gonzalez,Persona,Regular,Mendoza,Argentina,moralestimothy@example.com,2022-01-13,51.0
C31362,Jacqueline Mónica Ríos Cuéllar,Persona,Regular,Monterrey,México,jose-ramon08@example.net,2021-08-15,56.0
C31363,Brandon Harris,Persona,Regular,Los Ángeles,Estados Unidos,manutorre@example.org,2023-03-31,54.0
C31364,Claudia Cisneros,Persona,Friends Plus,Bilbao,España,briannacross@example.com,2022-06-26,57.0
C31365,Vicente Nazario,Anónimo,Anónimo,Medellín,Colombia,,2022-04-24,
C31366,Enrique Mosquera Solano,Persona,Regular,San Francisco,Estados Unidos,maria-elena63@example.org,2024-12-03,28.0
C31367,María María Duarte,Persona,Regular,Chicago,Estados Unidos,sofia23@example.net,2023-07-13,22.0
C31368,April Porter DVM,Anónimo,Anónimo,Guadalajara ,México,,2024-11-21,
C31369,Denise Arnold,Persona,Regular,Querétaro,México,lourdesespinosa@example.com,2023-02-24,63.0
C31370,Dr. Jonás de la Fuente,Persona,Regular,Nueva York,Estados Unidos,ypont@example.com,2022-09-12,59.0
C31371,Violeta Antón Borrell,Persona,Regular,Ciudad de México,México,raquelramirez@example.org,2022-10-07,45.0
C31372,Alejandra Bianca Ozuna Espinoza,Persona,Regular,Sevilla,España,nmorrison@example.org,2025-01-14,35.0
C31373,John Graham,Persona,Regular,Monterrey,México,bernardita47@example.net,2023-07-07,38.0
C31374,Rufino Rincón Carballo,Persona,Regular,Rosario,Argentina,jbru@example.com,2020-10-24,43.0
C31375,Ruben Ellis,Persona,Regular,Austin,Estados Unidos,sanchezalonso@example.com,2023-02-10,44.0
C31376,Andrew Kane,Persona,Friends Plus,Cartagena,Colombia,miguelpalmer@example.org,2020-07-22,19.0
C31377,Camilo González,Anónimo,Anónimo,Madrid,España,,2020-03-21,
C31378,Ignacio Jerónimo Díaz,Persona,Friends Plus,San Francisco,Estados Unidos,german82@example.org,2023-08-18,54.0
C31379,Úrsula Wendolin Arroyo Borrego,Persona,Regular,Monterrey,México,efranco@example.org,2025-03-27,42.0
C31380,Luisa Aguilar López,Persona,Friends Plus,San Francisco,Estados Unidos,amayaesparta@example.org,2020-02-12,32.0
C31381,Pilar Nelly Niño Jimínez,Anónimo,Anónimo,Cali,Colombia,,2021-11-04,
C31382,Daniela Sessa Vásquez,Persona,Regular,Sevilla,España,amelia49@example.com,2023-05-24,19.0
C31383,Cornelio Velásquez,Anónimo,Anónimo,Querétaro,México,,2022-05-18,
C31384,Arcelia Marisol Centeno Quintanilla,Persona,Regular,Guadalajara,México,zmateu@example.com,2023-04-23,21.0
C31385,Leocadio Oller Galindo,Persona,Friends Plus,Guadalajara,México,isabel21@example.com,2021-12-27,58.0
C31386,Luis Miguel Mercado Casillas,Persona,Regular,Bogotá,Colombia,ruizmaria@example.net,2022-04-07,31.0
C31387,Melanie Rios,Persona,Friends Plus,Los Ángeles,Estados Unidos,rodriguezines@example.com,2020-11-05,41.0
C31388,Jessica Morgan,Persona,Regular,Los Ángeles ,Estados Unidos,robert65@example.net,2024-11-14,22.0
C31389,Sánchez-Hernández,Empresa,Corporativo,Mendoza,Argentina,lawrencesherry@powell.org,2023-08-26,29.0
C31390,Jeffrey Munoz,Persona,Regular,Monterrey,México,donosojulieta@example.net,2024-03-25,19.0
C31391,Monica Kelly,Persona,Regular,Madrid,España,molinayeison@example.net,2023-06-29,56.0
C31392,Reinaldo Borrás Cruz,Persona,Regular,Barcelona,España,pocampo@example.com,2024-02-18,59.0
C31393,Brian White,Persona,Regular,Rosario,Argentina,lastracecilio@example.org,2022-04-17,36.0
C31394,Supermercados Criado y asociados S.Coop.,Empresa,Corporativo,Cancún,México,bravojuan@aguilar-baez.com,2023-07-10,28.0
C31395,Nayara Cid Ortiz,Persona,Regular,Los Ángeles,Estados Unidos,avalenzuela@example.net,2024-11-10,19.0
C31396,Adam Mendoza II,Anónimo,Anónimo,Seattle,Estados Unidos,,2021-03-18,
C31397,Nicolás Gabino Cózar Amo,Persona,Regular,Cali,Colombia,liliasaldana@example.com,2025-03-29,35.0
C31398,Amador Amaya Orosco,Persona,Regular,Boston,Estados Unidos,ramirezyesid@example.org,2024-12-11,18.0
C31399,Noa Lupita Godoy Ávila,Anónimo,Anónimo,BARCELONA,España,,2021-04-08,
C31400,Pedro Bruno Flórez,Anónimo,Anónimo,Mendoza,Argentina,,2022-01-04,
C31401,Eduar Guerra,Persona,Regular,Mendoza,Argentina,oricart@example.org,2023-04-06,26.0
C31402,Victor Hess,Persona,Regular,BILBAO,España,nmaestas@example.org,2021-12-14,58.0
C31403,Sr. Samuel Armenta,Persona,Regular,Ciudad de México,México,bilbaorebeca@example.org,2024-11-23,63.0
C31404,"Laboratorios Sepúlveda, Bonilla y Salgado",Empresa,Corporativo,Cali,Colombia,maderaaraceli@escamilla-estrada.com,2024-05-10,62.0
C31405,Iván Quiroz López,Persona,Regular,Bogotá,Colombia,hortensiamendez@example.org,2025-02-22,46.0
C31406,Faustino Aragón Sierra,Persona,Friends Plus,Guadalajara,México,rtrujillo@example.net,2024-05-26,54.0
C31407,Stephanie Sanchez,Persona,Regular,Bogotá,Colombia,leonafrica@example.com,2022-04-24,44.0
C31408,Ricardo Salvà-Palma,Persona,Regular,Nueva York,Estados Unidos,stephaniewright@example.org,2020-05-20,61.0
C31409,Eugenia Carmen Manrique,Persona,Regular,Nueva York,Estados Unidos,pablosanchez@example.net,2022-01-11,34.0
C31410,Germán Morales Barrera,Anónimo,Anónimo,Seattle,Estados Unidos,,2021-06-20,
C31411,Tonya Bradley,Persona,Friends Plus,Chicago,Estados Unidos,meagan85@example.org,2024-01-25,35.0
C31412,María Gabriela Guerrero Rodríguez,Persona,Regular,Querétaro,México,jose15@example.com,2021-08-10,33.0
C31413,David Moore,Anónimo,Anónimo,Barcelona,España,,2021-06-30,
C31414,Charo de Ayllón,Anónimo,Anónimo,Córdoba,Argentina,,2024-03-16,
